qid	q_1	q_2	label
15437	股权投资	股权投资选择哪家公司好	0
15460	股权转让公证	股权转让公证	1
15482	未约定保证期间起诉担保人索偿	事先忘约定保证期间起诉担保人索偿	1
15483	公司依法转让后原股东还承担原公司债务	股权转让后股东承担责任	0
15551	损坏国家文物后果	故意毁坏文物会判刑	0
15591	保证人没钱不履行赔偿责任	保证人没钱不履行担保责任	1
15596	故意伤害罪致人死亡过失杀人罪区别	故意伤害过失致人死亡罪判年	0
15728	孩子偷买手机退货遭拒家长有权退货	小孩偷父母钱去超市买东西能要退货	0
15750	婚后买房资料证明夫妻共同财产	婚前买房资料证明夫妻共同财产	0
15840	赌博犯罪定罪处罚	赌博罪法律上会刑事处罚行政处罚	0
15846	拖欠货款诉讼时效是从计算	拖欠货款诉讼时效计算	1
15959	行政机关乱收费	行政机关违规收费题	1
15993	证券登记结算机构措施保证业务	证券经纪业务管理详细内容	0
16016	交通肇事罪条件	交通肇事罪认定	0
16043	合同履行地公司注册地	劳动合同公司地址公司注册地址不	1
16127	企业办理退税时需注意题	企业所得税退税手续	0
16225	漏水维修过程中发现主管道腐烂	卫生间主管道漏水责任部门	0
16237	小区停车位收费所得	小区里停车位收费合法	0
16243	网贷平台本金中预先扣除出借本金	网贷平台本金中预扣居间服务费出借本金	1
16274	医疗事故赔偿医院协商	医疗事故赔偿题	0
16414	对比广告法律	广告代言法律责任	0
16532	国家产品质量实行监督管理体制	国家产品质量实行监督管理体制	1
16546	残疾儿童受教育权利保护	国家残疾人都救助政策	0
16586	法定节假日值班人员伙食费补贴	国家法定节假日值班加班工资算	0
16623	产假天休	国家产假休息天时间休	1
16652	国家机关可不可以保证人	国家机关担保人	0
16664	临时工节假日上班加班费	国家劳动法临时工超小时算加班	0
16719	我国学位哪几种	国家设置专业学位类型哪几种	1
16733	执行死刑流程	国家执行死刑过程	0
16766	合同显失公平	合同显失公平法律效力	1
16775	我国受理涉外仲裁案件仲裁机构	国内仲裁机构受理涉外案件	0
16778	外资有限公司设立需资料	国内注册外资公司流程	0
16836	国有独资公司董事会职权	国有独资公司董事会职权	1
16883	企业改制后劳动合同变更劳动者改制后企业变更劳动合同时出现分歧	国有企业改制后职工劳动合同签订	0
16971	故意伤害罪过失致人死亡罪	过失致人死亡罪故意伤害罪些	0
16995	借钱到期拒绝还款起诉收集证据材料	我要起诉借钱到期拒绝还款证据材料	1
17027	孩子偿还债务法院拍卖父母名下房产	孩子欠款去世法院强制拍卖父母房子	1
17066	出借人时间钱借款人违约	出借人按时钱借款人违约	1
17076	夫妻共同财产包括婚前房屋再婚后拆迁补偿房屋	男方婚前老房子 结婚后拆迁属不夫妻共同财产	0
17129	行人高速公路上拦车交通事故	行人闯高速公路撞责任	0
17140	行人高速公路发生交通事故应由谁来负责	行人发生交通事故原因	0
17223	行政不损失赔偿	行政不国家赔偿法律	0
17227	监督检查部门作出不服提起行政诉讼	行政部门乱不提起行政诉讼	0
17289	行政处罚程序包括内容	行政处罚听证程序包括内容	0
17294	确立行政处罚监督制度意义	行政处罚先行告知书作用	0
17332	行政法规设定行政处罚	行政法规设定纪律处分	0
17356	行政复议遵循原则	行政复议原则	1
17365	行政复议原则	行政复议原则	1
17407	请延长申请行政复议期限条件	行政复议申请延期缴纳行政处罚	0
17416	行政复议申请书行政机关递交	行政复议申请书行政机关递交	1
17453	行政合理性原则包含内容	行政合理性原则	0
17471	行政机关行政许可申请人申请	行政机关行政许可申请不予受理	0
17484	行政机关擅自变更行政处罚内容应对	行政机关撤销做出行政处罚	0
17546	借款人死亡后担保人承担还款责任	债务人死保证人还钱	0
17610	人民法院审理行政上诉案件审限几个月	行政上诉案中级人民法院开庭后多长时间出判决	0
17618	单位应配备会计人员	行政事业单位财务会计人员几种	0
17631	境外主体提起诉讼要交材料才能证明主体资格	行政诉讼被告证据清单	0
17672	法院行政上诉案件会审理多长时间	行政诉讼法行政案件审理期限	0
17680	情况租赁物损坏承租人赔偿	租赁物损坏情况承租人赔偿	1
17704	行政诉讼都公开审理	行政诉讼不公开	0
17721	行政诉讼人民法院特定主管原则	行政诉讼特有原则包括人民法院特定管辖原则	0
17828	航次租船合同船舶水尺不准损失责任	航次租船合同中预备航次意义	0
17855	着色剂量不超过使用量	合成着色剂饮料中使用量	0
17870	合肥市外商投资企业劳动管理办法	合肥市财政局机构设置	1
17916	合伙企业债务承担	合伙企业债务承担	1
17917	合伙企业投资者应缴纳税	合伙企业证券投资缴纳税款	0
17925	合伙人未合伙协议出资	合伙人退出投钱	0
17929	合伙人不愿履行合伙协议中资产出资义务	合伙人违反合伙协议咋办	0
17933	公司股东合伙人	合伙人股东区别	0
17938	订立合伙协议载明事项	合伙协议 注意事项签订合伙协议书时应事项	1
17965	合同变更合同更新有何区别	合同补充协议变更协议区别	0
18049	合同形式	合同形式	1
18053	签订合同时约定数量条款时	合同条款签订时应题	0
18115	违约责任分类免责事由	合同法违约责任免责事由	0
18205	合同风险预防	合同风险防范措施	1
18242	婚前财产公证办理	婚前财产公证办理地方	0
18311	租房合同没到期房东卖房子	合同没到期房东不租房子	0
18341	没提前一个月提辞职公司违约金合法	合同期未满提前一个月辞职要交赔偿金	0
18348	合同欺诈常见情形	合同欺诈中有情形应负刑事责任	0
18381	劳动合同上写自愿加班	合同上写自愿加班二天加班费	0
18385	传真件形式签订合同	合同上注明合同传真件合同效力	0
18427	违约金	合同违约金计算	0
18550	前房主物业费未交承担	前业主拖欠物业费没交要现业主补交	0
18573	合同诈骗罪要件	合同诈骗罪立案标准刑事案件	0
18668	当事人合同权利义务终止	合同终止条件终止后当事人义务	0
18692	合作开发软件著作权归属	合作开发软件软件著作权登记	0
18735	父债子还合法	子债父还合法	1
18772	合同认定合同	合同具备条件才算	1
18776	装修公司签合同时要	装修公司签订装修协议	0
18805	设计logo红十字会标志注册商标	红十字换成颜色做产品商标	0
18841	欠条起诉还钱法院支持	欠条不还欠起诉	0
18854	户籍已注销申办出生公证	户口已迁出人办理出生证明	0
18862	护理费计算	护理费计算	1
18906	怀孕期间公司调到薪水低岗位	怀孕期间调换岗位降低工资	0
18920	公司资不抵债清偿债务时股东我要负责清偿	公司资不抵债剩下债务会股东承担	1
18938	公益诉讼	环境公益诉讼原告	0
18945	生态环境领域行政公益诉讼案件	环境民事公益诉讼环境行政诉讼区别	0
18991	累犯符合缓刑条件	缓刑犯都不累犯	0
18993	丈夫婚前付首付婚后夫妻还贷房子	婚前付首付婚后还贷房子	1
19042	分居关系遭遇家暴申请人身保护令	同居家庭暴力申请人身保护令合法	0
19053	患者损害情形下医疗机构不承担赔偿责任	患者损害情形医疗机构不承担	1
19100	会计法部门重复查账	会计法部门重复查账	1
19127	会计核算哪种货币记账本位币	会计核算人民币记账本位币	0
19196	结婚后才发现对方生理缺陷离婚	婚后发现对方生理缺陷离婚理由	1
19207	婚后对方父母买房离婚时能回来	婚后父母出资买新房离婚后父母出资那份回来	0
19275	婚假工资计算	婚假扣不扣工资算	1
19292	婚内财产协议债务承担	婚内财产债权债务个人所有生效	0
19310	婚内出轨起诉离婚会判	婚内出轨起诉离婚会判	1
19346	借钱不当地法院起诉	借钱不外地法院起诉	0
19355	婚前房产丈夫死后配偶继承权	婚前房产死后配偶继承子女继承	0
19385	婚前个人财产结婚后会夫妻共同财产	婚前个人财产婚后年夫妻共同财产	0
19387	婚前房屋婚后卖掉所得财产夫妻共同财产	婚前房屋婚后卖掉所得财产夫妻共同财产	1
19439	婚前买房资料证明夫妻共同财产	婚前买房夫妻共同财产	0
19564	合伙企业欠钱不还只起诉一个合伙人	合伙企业欠钱不还我能只起诉一个合伙人	1
19608	货车载客抓会被扣车	货车超载驾驶证扣留	0
19678	一方出轨另一方提出离婚维护权益	过错方提出离婚我要维护权益	0
19710	未约定保证期间地方起诉担保人索偿	未约定保证期间起诉担保人索偿	0
19717	交通事故责任强制保险赔偿标准	机动车交通事故责任强制保险钱	1
19728	租客之间发生矛盾出事情房东负责任	房客租房设备损坏导致受伤负责	0
19749	约定保证方式保证期间计算	事先约定保证方式保证期间计算	1
19810	基层人民法院审理第一审行政案件	基层法院管辖第一审行政案件	0
19826	帮托管宠物咬伤其他人托管人担责	基金管理人受托人基金托管人委托人	0
19877	婚内出轨人育小孩算不算犯法	男方婚内出轨生下孩子算犯罪	1
19883	行使起诉探视权受阻起诉材料	起诉探视权对方不应诉法院	0
19935	法院认定分居	分居离婚法院认定	1
20001	金融诈骗罪特征	集资诈骗罪特征	0
20059	授权买卖	授权无效包括情况	0
20091	技术合同包括内容	技术合同内容应包括条款	0
20093	技术开发合同	技术合同软件开发合同区别	0
20133	公交司机刹车乘客受伤公交公司赔偿合法	公交车刹车乘客受伤能要公交司机赔偿	0
20278	夫妻一方擅自出售共有房屋效力	共有房屋未经共有权人同意出售合同效力	1
20286	租客不交房租不肯东西搬走房东	收回拖欠租金不租金租赁物	0
20290	扶养子女一方再婚后死亡子女抚养	再婚后继子女抚养费再婚者关系	0
20346	家暴离婚财产分割	家暴离婚财产分割	1
20348	家庭暴力离婚对方赔偿	家暴离婚赔偿	1
20382	我家漏水殃及楼下不漏水情况才责任分	家里漏水殃及楼下楼下说墙壁发霉赔偿	0
20410	遭遇家庭暴力起诉离婚孩子会判	家庭暴力离婚孩子会判	1
20436	遭遇家庭冷暴力应收集证据	家庭冷暴力证据	0
20448	楼下邻居违章建筑整改不理会	家影响邻居不履行协议我该	0
20494	假离婚买房法律后果	假离婚买房法律后果	1
20544	社会医疗保险商业保险保险报销	住院社保商业保险报销	0
20582	价格欺诈表现形式	价格欺诈法律责任	1
20590	私下做婚前财产公证	私下做婚后财产公证	0
20593	公司隐瞒债务转让债权人索偿	公司隐瞒债务转让债权人索偿	1
20622	定为非法集资p2p投资人前期收益退回	网贷平台涉嫌非法集资投资人还回资金回	0
20647	丧偶儿媳不照顾公婆	丧偶儿媳继承公婆财产	0
20660	驾照降级	驾驶证降级新实施	0
20705	驾驶证扣满12分降级	驾照降级	1
20728	欠别人钱不还还他用担保物抵债	欠款人不还钱扣押财产抵债	0
20735	间歇性精神病人负刑事责任	间歇性精神病人承担法律责任	0
20770	借款合同未到清偿期提前续约合同清偿	借款合同清偿期还没到提前解除合同清偿	0
20819	未约定保证方式保证人能免除保证义务	借款人逃跑担保人负责任	0
20836	罪犯服刑期间见亲人	监狱服刑人员 外出见亲人朋友	0
20854	监狱警察会处罚	监狱人民警察纪律规范	0
20892	提请检察院提起公诉	检查院提出公诉	0
20930	再婚夫妻共同财产指	一婚夫妻共同财产包括	0
20965	法官分居两年认定夫妻感情破裂	感情不不履行夫妻义务认定分居	0
21016	小区未物业公司签物业合同能要物业公司搬走	物业公司签订物业服务合同交物业费	0
21082	物流运输途中预定货物损坏理赔起诉	货物运输过程中损坏理赔起诉	1
21242	人民法院直接受理刑事案件	人民法院直接受理刑事案件种类	1
21243	人民警察查验居民身份证	人民警察执行职务时依法查验居民身份证情形	1
21247	夫妻之间相互扶养法定义务	夫妻之间赡养义务	0
21287	男方婚前老房子 结婚后拆迁属不夫妻共同财产	老家婚前房屋再婚后拆迁补偿房屋算做共同财产	0
21292	中国哪几种债券	我国债券类型	1
21305	夫妻签订婚前协议约定任何一方都提出离婚合法	婚前协议可不可以约定永不离婚	0
21318	有限责任公司异议股东行使股权收购请权情形	有限责任公司异议股东行使股权收购请权情形	1
21387	工程合同对垫资约定不明追讨工程垫资	建设工程当事人约定垫资利息应	0
21389	烂尾楼工程款优先受偿权算	建设工程优先受偿权行使期限多长时间	0
21439	家暴人身安全保护令要法院申请	遭遇家暴想申请人身安全保护令去法院	1
21541	健身房退费时扣除课程费做法	健身房私教课退款请律师打官司收费大概	0
21665	遭遇家暴想申请人身安全保护令去法院	家暴想要申请人身安全保护令法院申请	1
21762	交通事故收费	交通事故对方要钱	0
21870	交通事故伤残评定应题	交通事故伤残评定途径伤残评定评定	0
21892	事故财产损失垫付钱能回来	交通事故对方责任垫付钱还给	0
21894	交通事故对方全责拒绝赔偿	交通事故对方全责赔偿费用	0
21898	发生交通事故医疗费承担	交通事故对方全责不赔偿伤残	0
21949	交通事故后车子被扣	交通事故后被扣车辆多久	0
21975	交警扣留车辆后交押金	交通事故后缴纳押金才能放车	0
22014	交通事故简易程序	交通事故简易程序情形	0
22084	未约定保证程序保证人能免除保证义务	事先未约定保证方式保证人免掉保证义务合法	0
22115	朋友逾期还款我要支付逾期还款利息合法	按时还款支付逾期还款利息	0
22124	交通肇事责任认定书复核不满意	交通事故认定书不满部门申请复核	0
22126	交通事故认定书签字才	交通事故认定书签字才	1
22186	交通事故伤残鉴定材料	交通事故伤残鉴定材料	1
22193	交通事故伤残鉴定时间	交通事故伤残鉴定时间	1
22258	交通事故私	交通事故私时要题	1
22318	交通事故误工费计算	交通事故误工费陪护费计算	0
22343	租房房客不交物业费物管房东交	物业费法律房东交还房客交	0
22381	交通事故责任划分赔偿比例	交通事故责任划分保险公司理赔比例	0
22391	交通事故责任认定	交通事故责任认定不公	0
22447	交通事故责任认定主次分	交通事故责任认定主次责任	0
22448	交通事故责任认定	交通事故责任认定	1
22480	肇事者逃逸受害人出具责任认定书	交通事故肇事者逃逸开具责任认定书	0
22514	交通肇事致人死亡责任司机承担刑事责任	交通事故致人死亡构成犯罪	0
22517	交通肇事致人死亡构成犯罪	交通事故致人死亡	0
22569	交通事故诉讼时效中断	交通事故中责任认定诉讼时效	1
22597	交通事故责任交通事故赔偿责任区别	交通事致人死亡责任全责区别	0
22603	债务人偿还担保人拒绝履行担保迟延利息	担保人拒绝履行担保迟延利息债务人还	1
22641	事故负责任担责	交通肇事逃逸负责任	0
22675	交通肇事罪犯罪构成认定	交通肇事罪认定	0
22676	交通肇事罪行为人主观	交通肇事罪认定	0
22708	犯重婚起诉	对方犯重婚去起诉	0
22721	债务人不履行担保责任后果	担保人不履行担保责任会后果	0
22746	教师法中教师享有权利	教师享有权利	1
22815	快件人冒领赔付对象商家快递公司	人冒领快递找赔偿	0
22823	结婚条件	结婚实质条件形式条件	0
22881	结婚证公证材料	结婚证公证材料	1
22903	法院起诉解除合同事先通知对方	解除合同通知对方当事人	0
22923	食品保质期	食品保质期指	1
22924	经济补偿金最计算年	解除劳动合同经济补偿金计算多长时间	0
22978	债权转让时债权人单方解除	解除债权转让债权转让协议书解除	0
22984	公司支付补偿金退休员工	解雇已退休职工支付补偿金	0
22988	合同纠纷解决方式	解决合同纠纷方法	1
23053	借壳上市条件	借壳上市条件	1
23073	银行贷款合同中包含内容	借款合同包括内容	0
23083	借款合同包括内容	借款合同款项包括	0
23105	借款合同应包括条款	借款合同应包括条款	1
23138	借款人改变合同约定借款用途借款	借款人改变借款用途我能提前还钱	0
23190	出借人按时钱借款人违约	借款时约定利息归还时出借人索要利息	1
23272	借钱不还当地法院起诉	借钱不还当地法院起诉	1
23276	借钱不还起诉会坐牢	借钱不还起诉会坐牢	1
23278	合伙企业欠钱不还只起诉一个合伙人	欠钱不还法院胜诉后不还	1
23362	醉酒签订合同借据承诺书	借条签字承诺书担保	0
23463	转账凭证证明借款关系	仅银行转账凭证认定民间借贷关系	1
23502	对方拘留所离婚	进拘留所还协议离婚	0
23528	本人授权买卖	授权买卖	1
23603	经济补偿金计算包括收入	经济补偿金计算包含绩效工资	0
23609	劳动纠纷赔偿金最年	经济补偿金年限年	0
23634	经济犯罪特征	经济犯罪特征	1
23667	经济适用房自由买卖	经济适用房还再次购买	0
23699	刑事案件检察院会通知家属犯罪嫌疑人	检察院批准逮捕 会通知当事人家属	0
23718	经营劳务派遣业务具备条件	经营劳务派遣业务具备条件	1
23764	精神病司法鉴定程序	精神病鉴定程序	1
23765	精神病鉴定程序	精神病鉴定程序	1
23791	坐客车受伤客车没责任拒赔起诉索赔	乘坐客车过程中受伤客车没责任拒赔起诉索赔合法	1
23796	精神病人犯罪监护人赔偿	精神病人清醒时犯罪处理结果	1
23812	精神损害抚慰金赔偿请权继承	精神损害抚慰金请权继承	1
23840	警察玩忽职守不履行法定义务处罚	警察不乱公安局警察	1
23841	受害方警察不给予我该	警察不乱公安局警察	0
23885	执行逮捕时情况不用搜查证搜查	警察搜查时持有搜查证违法	0
23890	调查治安案件非法手段收集证据处罚	警察笔录做假负法律责任	0
23905	证人出庭事项	警察证人出庭题	0
23976	别人欠钱财产转移完毕	别人欠钱还转移财产	0
24007	酒后开车出事故车酒友承担责任	酒后车祸连带责任	0
24015	酒后驾车会处罚	酒后驾车肇事逃逸会处罚	0
24074	酒驾醉驾区别	酒驾醉驾处罚	0
24171	拘留所病不用拘留	拘留所疾病拒收	1
24193	判处拘役后会留下案底	拘役案底会保留多久会销案	0
24200	迟付租金收回租赁物	迟付租金租赁物是收回合法	1
24214	有期徒刑缓刑	拘役缓刑区别	0
24286	诈骗犯会从重处罚	拒不认罪从重处罚法律依据	0
24336	聚众斗殴判刑	聚众斗殴导致都轻伤判	0
24373	同居期间遭遇家暴申请人身保护令	同居关系遭遇家暴申请人身保护令	1
24384	分析债券价格因素	公司债券发行价格因素	0
24445	帮人开车出意外撞死人责任	开车意外撞死人会承担刑事责任	0
24446	开车不小心撞人起诉费用理赔	开车不撞人保险公司会理赔	0
24514	开发商拖欠工程款工人起诉开发商追讨工资	开发商拖欠工程款工人起诉开发商追讨工资	1
24604	遭遇家暴申请人身安全保护令要收集证据	家暴申请人身安全保护令提供证据	1
24615	涉外离婚后查对方国外资产	涉外婚姻离婚时查询对方国外财产	1
24795	租赁合同提前解除还出租人退还押金	按时解除租赁合同出租人退还押金	0
24817	证据材料证明家暴	家庭暴力事实认定证据	1
24858	客运合同成立	客运合同诺成合同	0
24863	兼职辞职时不签离职协议会后果	肯德基兼职随便离职	0
24871	我国环境空气质量评价分级	空气质量分为几个等级	0
24955	物品快递途中丢找快递公司赔	快递公司东西弄丢赔偿找部门调节	0
24956	我能快递公司网店索要赔偿	快递公司东西送给别人赔偿	0
24983	快速理赔时间	快速理赔时间	1
25070	未借款人同意签订保证合同	未债权人同意签订保证合同	1
25071	法律加班时间	劳动法法定一个月加班时间	0
25085	法律员工辞职后多久拿到工资	劳动法辞职后员工工资多久内要结清	1
25093	请假做产检单位扣发工资	劳动法女职工上班期间产检公司扣钱	1
25126	双倍工资赔偿	劳动法双倍工资赔偿情形	1
25265	劳动合同种类	劳动合同类型	1
25296	劳动合同试用期	劳动合同法员工试用期	1
25313	劳动合同法适用范围	劳动合同法适用范围	1
25404	劳动合同约定保密协议	劳动合同条款中保密协议条款	1
25455	未订立书面劳动合同劳动报酬约定不明	劳动合同中劳动报酬未约定	0
25542	香港注册结婚大陆会承认	港澳台注册结婚国内会承认	1
25565	员工退休时劳动合同未到期	劳动者法定退休年龄劳动合同未到期	1
25589	认定工伤情形	劳动者认定工伤	1
25605	劳动者提前通知用人单位解除劳动合同	劳动者随时通知用人单位解除劳动合同	0
25688	起诉离婚驳回再起诉	起诉离婚驳回再次起诉时间	0
25706	近亲几代以内结婚	相隔几代才不算近亲结婚	0
25819	劳动仲裁过程中申请先予执行	劳动仲裁过程中申请先予执行	1
25995	派遣员工加班工资发正式工不	劳务派遣员工加班工资正式工	0
26034	老板炒	老板炒勒	0
26049	老板炒	老板说炒	0
26078	罪犯申请探亲离监流程走	老公判刑老婆要生可否申请离监探亲	0
26102	婚前买房将来分财产有后找老伴	老公还不起房贷老婆名下婚前财产会没收	0
26140	办理遗产公证材料	办理遗产公证提交材料才	1
26236	申请缓刑条件	累犯缓刑	0
26253	兄弟分家产分才能纠纷	兄弟家产纠纷	1
26275	离婚案件被告不到庭缺席判决	离婚案件被告不到庭缺席判决	1
26307	抵押车行驶证丢补办	车辆登记证丢失找不到还抵押车	0
26359	异地办理放弃继承权公证材料	放弃遗产公证	1
26388	未约定保证方式债权人起诉拒绝出庭	约定保证方式债权人起诉拒绝出庭	1
26432	国家孤儿	法定领养孤儿条件	0
26454	孩子探视权离婚时法院会判决	离婚后孩子探视权法院判	1
26521	离婚时继承房子判	离婚后子女继承权题	0
26577	去告对方怕对方转移财产	离婚前对方故意转移财产	0
26609	离婚时嫁妆分	离婚时嫁妆分	1
26803	离婚协议写明一方放弃孩子探视权法律上	离婚协议中放弃探望权约定	1
26890	生育险报	离职后生育险还报	0
26993	微信公众号中logo侵权	利用代有公司logo图片宣传侵权	0
27076	工会组织随意撤销合并	两个单位合并原工会组织需选举	0
27095	两名原告起诉书写	两个原告起诉状都本人签名	0
27148	家暴想要申请人身安全保护令法院申请	家暴人身安全保护令要检察院申请	0
27183	邻居私占楼道私自拆	邻居私自占用小区公摊面积我该使拆除	0
27198	邻居总往家门口乱扔垃圾	邻居垃圾放在家门口	0
27215	被申请人违反人身保护令后果	被申请人违反人身保护令有后果	1
27265	临时工单位意外跌伤社保负责	临时工公司里受伤买意外保险有用吗	0
27301	买彩礼借钱导致生活困难对方返还	领了结婚证没生活返还彩礼	0
27325	特许商违约拒退加盟费起诉	特许商违约拒退加盟费我该起诉特许商	1
27386	借钱对方拒绝还款占有车子	对方不还钱占有房子	0
27431	楼上租户噪音扰民办理续租	楼上租户半夜扰民报警 楼上噪音扰民	0
27556	履行合同附随义务	履行合同履行合同原则	0
27630	家属会见在押犯罪嫌疑人	律师会见犯罪嫌疑人公安局见嫌疑人家属	0
27636	合作企业合伙人欠债跑路承担债务	我司一个合伙人欠债跑合伙人承担债务	1
27671	申请保全错误法律责任承担	律师申请保全延误会承担法律责任	0
27764	买车欺诈	买车后感觉骗欺诈	0
27785	买发霉大米赔偿	买发霉食品赔偿	0
27924	买房首付贷款	买房首付贷款	1
27938	买房时开发商停车位业主	买房车位产权	0
27995	未过户二手房再次转卖	买二手房没过户还再次买卖	1
28138	卖方逾期交货买方拒收	卖方违约 违约金算	0
28168	贩卖假烟抓会被判年	卖假烟抓住	0
28290	对方公司倒闭追回货款	对方公司倒闭追讨未付货款	1
28316	没收财产罚金并用	没收财产罚金并罚执行	0
28317	没收财产处罚金	没收财产罚金合并执行	1
28353	企业参加工伤保险职工国家享受待遇	参加工伤保险享受工伤待遇	0
28364	盗窃罪金额会判刑	盗窃金额较大数额会判刑	0
28365	未法定婚龄结婚承担责任	法定婚龄结婚承担责任	0
28378	法定从轻减轻情节可否法定最低刑下量刑	法定从轻情节从轻处理	0
28512	未签劳动合同患职业病	签劳动合同发生工伤	0
28535	违约金计算方法	损失时违约金计算	0
28626	美容院换老板新老板不让我用会员卡里钱	美容店办卡不让不让退	0
28652	误诊免责事由	免责种类	1
28800	离婚孩子对方抚养我能多久行使探视权	离婚孩子探视权多久行使	1
28863	债权人转让权利方法	民间借贷中债权转让方式	0
28956	证人出庭作证申请时间	民事案件中证人出庭作证申请	0
28983	保证人行使抗辩权不承担损失责任	保证人行使抗辩权不承担保证责任	0
29058	案件都会公开宣判	民事判决书内容公开	0
29131	调解中当事人享有权利	民事诉讼当事人享有诉讼权利	1
29139	我国民诉特征	民事诉讼	0
